Unnamed: 0,address,city,floor,id,latitude,longitude,price,rooms,sq,year
16579,Wola,Warszawa,10.0,13071.0,52.2362379,20.9547815,738185.0,2.0,45.8,2021.0
16580,Podgorze Duchackie Wola Duchacka Walerego Sawka,Krakow,0.0,28514.0,50.0205244,19.9601785,299000.0,1.0,34.43,2021.0
16581,Stare Miasto Pistkowo ul Teofila Mateckiego,Poznan,2.0,1751.0,52.4611954,16.8977153,462163.0,3.0,63.31,2022.0
16582,Nowe Miasto Malta ul Katowicka,Poznan,5.0,4834.0,52.3973449,16.9619394,689100.0,4.0,91.88,2022.0
16583,Jezyce Podolany ul Jasielska 14f,Poznan,2.0,63.0,52.4422872,16.8958176,759000.0,5.0,84.79,2020.0
16584,Nowe Miasto Rataje,Poznan,4.0,2144.0,52.3901295,16.9535909,231614.0,1.0,25.98,2022.0
16585,Wilda Sikorskiego 815,Poznan,3.0,3853.0,52.413833,16.9130317,399000.0,2.0,54.1,1919.0
16586,rodmiecie,Warszawa,2.0,15159.0,52.2328098,21.019067,699999.0,2.0,44.0,1970.0
16587,Grzegorzki Dsbie,Krakow,6.0,21802.0,50.0587985,19.9758208,1798281.0,4.0,120.69,2021.0
16588,Podgorze Rydlowka,Krakow,4.0,30066.0,50.08780725,19.878046068078184,433000.0,2.0,36.64,2021.0
16589,Podgorze Duchackie Puszkarska,Krakow,4.0,25023.0,50.0238506,19.9601831,535568.0,3.0,59.84,2020.0
16590,Stare Miasto Pistkowo,Poznan,3.0,4417.0,52.4006632,16.91973259178088,450000.0,4.0,63.6,1989.0
16591,Podgorze Duchackie Walerego Sawka,Krakow,5.0,22442.0,50.0242313,19.959569,419000.0,2.0,45.32,2020.0
16592,Bemowo Jana Blatona,Warszawa,1.0,10680.0,52.2569933,20.9221822,515000.0,2.0,52.0,1991.0
16593,Nowe Miasto Malta Milczanska,Poznan,3.0,4395.0,52.3970234,16.9620606,438000.0,3.0,52.02,2021.0
16594,Prsdnik Czerwony Promienistych,Krakow,9.0,21887.0,50.0858369,19.9714303,625000.0,4.0,66.0,1980.0
16595,Mokotow Suzewiec ul Obrzezna,Warszawa,9.0,9700.0,52.1755355,21.00036828586279,560000.0,3.0,47.0,1965.0
16596,Wola ul Karolkowa,Warszawa,6.0,10345.0,52.2365216,20.9754328,1105892.0,3.0,66.6,2020.0
16597,Rembertow,Warszawa,5.0,8177.0,52.2614149,21.1628191,354506.0,2.0,45.16,2022.0
16598,Mokotow Sardynska,Warszawa,0.0,6605.0,52.178493,21.0531306,435000.0,2.0,48.3,1974.0
16599,Nowe Miasto Rataje,Poznan,3.0,1563.0,52.3901295,16.9535909,258576.0,1.0,30.52,2022.0
16600,Swoszowice Opatkowice ul Jerzego Smolenskiego,Krakow,0.0,19321.0,49.9823114,19.9203851,259594.0,2.0,32.86,2021.0
16601,Podgorze ul pk Ryszarda Kuklinskiego 7,Krakow,4.0,18528.0,50.0469432,19.997153435836697,386641.2,1.0,34.46,2020.0
16602,Stare Miasto ul Duga 24,Krakow,2.0,29996.0,50.0679951,19.938312990811166,635389.6,1.0,31.58,2020.0
16603,Nowa Huta Czyzyny ul Wonicow,Krakow,0.0,26130.0,50.0469432,19.997153435836697,353600.0,1.0,27.2,2022.0
16604,rodmiecie Zelazna,Krakow,4.0,28637.0,50.0745345,19.9464297,531729.0,2.0,31.44,2021.0
16605,Podgorze ul Stanisawa Klimeckiego,Krakow,3.0,24873.0,50.0492242,19.9703793,749000.0,3.0,75.3,2021.0
16606,Nowe Miasto Malta ul Katowicka,Poznan,2.0,5759.0,52.3973449,16.9619394,549912.5,4.0,75.85,2022.0
16607,Debniki Komuny Paryskiej,Krakow,2.0,29281.0,49.9989124,19.8947491,895000.0,3.0,70.5,2013.0
16608,Stare Miasto Centrum,Poznan,1.0,2061.0,52.3601021,16.849834118146603,360000.0,1.0,42.0,2010.0
16609,maopolskie,Krakow,5.0,24042.0,50.0619474,19.9368564,539000.0,3.0,62.45,2021.0
16610,Wochy Stare Wochy ul Potrzebna,Warszawa,3.0,7968.0,52.2106843,20.9202427,565000.0,2.0,43.4,2018.0
16611,Podgorze Paszow Myliwska,Krakow,4.0,20750.0,50.0454593,20.0002025,558000.0,3.0,60.34,2012.0
16612,Ursynow Meander,Warszawa,1.0,17848.0,52.141039,21.0323214,519000.0,2.0,46.0,1982.0
16613,Zwierzyniec Salwator ul gen Tadeusza Kociuszki,Krakow,1.0,27505.0,50.0469432,19.997153435836697,669000.0,2.0,36.5,2017.0
16614,Krowodrza,Krakow,2.0,21389.0,50.07087985,19.91656311814478,419000.0,2.0,38.0,1960.0
16615,Podgorze Zabocie,Krakow,3.0,24171.0,50.0478769,19.961368688357496,709000.0,3.0,70.07,2021.0
16616,Debniki Ruczaj Czerwone Maki,Krakow,4.0,23643.0,50.01300345,19.888723065297384,599999.0,3.0,64.32,2016.0
16617,Mokotow,Warszawa,0.0,6934.0,52.1939874,21.0457809,999000.0,3.0,117.5,2003.0
16618,Prsdnik Czerwony ul Promienistych,Krakow,1.0,24071.0,50.0858369,19.9714303,693420.0,3.0,82.55,2021.0
16619,Ursynow Na Uboczu,Warszawa,3.0,13349.0,52.13850285,21.049553186923468,615000.0,4.0,63.35,1983.0
16620,Podgorze Zabocie Stanisawa Klimeckiego,Krakow,2.0,23920.0,50.0492242,19.9703793,469000.0,2.0,39.07,2021.0
16621,Wola,Warszawa,4.0,13723.0,52.2362379,20.9547815,629000.0,2.0,49.79,2020.0
16622,PragaPoudnie Gocaw,Warszawa,0.0,10258.0,52.2286331,21.1065722,759300.0,4.0,88.83,2021.0
16623,Mokotow Gorny Mokotow ul Misczynska,Warszawa,2.0,9663.0,52.2319581,21.0067249,399000.0,2.0,28.0,1968.0
16624,Wzgorza Krzesawickie ulGustawa Morcinka,Krakow,1.0,26759.0,50.1047809,20.0362743,374418.0,3.0,61.38,2022.0
16625,Ursynow ul Kobucka,Warszawa,1.0,13749.0,52.1599734,20.990916185264226,725000.0,2.0,61.15,2020.0
16626,Bielany Rudzka,Warszawa,6.0,6839.0,52.2789445,20.9705271,604900.0,2.0,42.26,2021.0
16627,maopolskie,Krakow,9.0,19764.0,50.0619474,19.9368564,438000.0,3.0,56.0,1976.0
16628,rodmiecie Stare Miasto Podwale 19,Warszawa,1.0,8064.0,52.2479069,21.0107676,1325000.0,3.0,70.0,1933.0
16629,Wilda Debiec,Poznan,4.0,4338.0,52.3711081,16.9163707,468000.0,2.0,52.0,2012.0
16630,Debniki Stare Debniki Barska,Krakow,2.0,25146.0,50.0471731,19.9322718,581112.0,2.0,47.0,2020.0
16631,Stare Miasto,Krakow,1.0,25631.0,50.0590398,19.93716829792899,231795.0,1.0,17.17,2021.0
16632,Zwierzyniec Zota,Krakow,2.0,25574.0,50.0665327,19.8852216,795000.0,3.0,52.0,2020.0
16633,Wola,Warszawa,6.0,17200.0,52.2362379,20.9547815,525300.0,2.0,34.6,2018.0
16634,Bronowice Bronowice Mae ul ks Stanisawa Truszkowskiego,Krakow,1.0,29261.0,50.0933216,19.8731968,529250.0,4.0,71.53,2022.0
16635,Zwierzyniec Salwator gen Tadeusza Kociuszki,Krakow,1.0,22570.0,50.0469432,19.997153435836697,399000.0,1.0,25.82,2022.0
16636,Debniki KlinyZacisze,Krakow,2.0,29965.0,50.00969645000001,19.90590180362617,425785.0,3.0,63.55,2021.0
16637,Wawer Falenica,Warszawa,1.0,11964.0,52.1620483,21.2106772,629000.0,3.0,127.0,2022.0
16638,Wawer Marysin Wawerski Korkowa,Warszawa,1.0,9869.0,52.2443789,21.1752608,260000.0,1.0,24.5,1970.0
16639,Debniki Ruczaj,Krakow,1.0,27722.0,50.0230156,19.9083637,422676.0,2.0,47.76,2021.0
16640,Nowe Miasto Ostrow Tumski Zagorze 9,Poznan,4.0,6018.0,52.4082397,16.9491412,554439.6,2.0,46.67,2021.0
16641,Wola Juliana Konstantego Ordona,Warszawa,1.0,14290.0,52.2247928,20.9525803,517329.0,2.0,45.24,2021.0
16642,Ochota Rakowiec Mariana Nowickiego,Warszawa,1.0,10332.0,52.2032461,20.9835621,482000.0,2.0,35.0,1967.0
16643,Podgorze Zabocie pk Ryszarda Kuklinskiego,Krakow,1.0,24292.0,50.04450785,19.9731901,563925.0,3.0,54.75,2020.0
16644,Stare Miasto Pistkowo os Jana III Sobieskiego,Poznan,2.0,1016.0,52.2902088,16.8454072,419000.0,3.0,63.3,1980.0
16645,Wola ul Jana Olbrachta,Warszawa,1.0,8998.0,52.2391635,20.9426598,549000.0,3.0,50.0,1974.0
16646,PragaPoudnie Gocaw ul Tadeusza Manteuffla,Warszawa,0.0,15021.0,52.2198372,21.0976358,510000.0,3.0,59.0,1980.0
16647,rodmiecie,Warszawa,10.0,18095.0,52.2328098,21.019067,2500000.0,5.0,132.18,2018.0
16648,Nowa Huta,Krakow,1.0,22678.0,50.080618650000005,20.12933219800524,382000.0,2.0,38.0,1980.0
16649,Stare Miasto ul Krowoderska,Krakow,3.0,24495.0,50.0724073,19.9317197,570000.0,3.0,44.5,1920.0
16650,Podgorze ul Stanisawa Klimeckiego,Krakow,5.0,24819.0,50.0492242,19.9703793,699000.0,3.0,67.54,2021.0
16651,Prsdnik Biay ul Jozefa Mackiewicza,Krakow,3.0,21602.0,50.0937742,19.9478821,469000.0,3.0,59.5,1980.0
16652,Jezyce,Poznan,5.0,4766.0,52.413045,16.9022122,1027870.0,3.0,94.3,2019.0
16653,Nowa Huta Czyzyny Nowohucka 46,Krakow,3.0,30216.0,50.0558029,19.9993305,395109.0,2.0,39.91,2022.0
16654,Podgorze Duchackie Marii i Bolesawa Wysouchow,Krakow,3.0,27432.0,50.0084756,19.9591527,399999.0,2.0,53.1,1985.0
16655,Jezyce Winiary Wyom,Poznan,0.0,2647.0,52.4331,16.9162675,420480.0,3.0,57.6,2020.0
16656,rodmiecie Bagno,Warszawa,6.0,16473.0,52.2356626,21.0049685,395000.0,1.0,20.13,1967.0
16657,PragaPoudnie Gocaw,Warszawa,6.0,9520.0,52.2286331,21.1065722,381264.0,1.0,28.86,2022.0
16658,Prsdnik Czerwony al 29 Listopada,Krakow,2.0,21074.0,49.9730627,19.8323374,495000.0,2.0,59.0,2008.0
16659,Jezyce Smochowice ul Supska 45,Poznan,0.0,2697.0,52.4382865,16.808571,335120.0,2.0,45.48,2021.0
16660,Prsdnik Biay,Krakow,0.0,29831.0,50.1035684,19.9536031063012,532168.0,3.0,68.21,2021.0
16661,Prsdnik Biay Henryka Pachonskiego,Krakow,0.0,22383.0,50.0949773,19.920405494289955,457740.0,3.0,50.86,2022.0
16662,Bielany ul Wolczynska,Warszawa,2.0,9041.0,52.2812486,20.923914,1074332.0,4.0,88.06,2020.0
16663,PragaPonoc,Warszawa,6.0,12526.0,52.2648843,21.0273442,1130000.0,4.0,101.0,2008.0
16664,Jezyce Podolany ul Druskienicka,Poznan,0.0,230.0,52.4469863,16.8890994,330000.0,2.0,35.27,2020.0
16665,Podgorze ul Stanisawa Klimeckiego,Krakow,2.0,24841.0,50.0492242,19.9703793,569000.0,3.0,53.98,2021.0
16666,Biaoeka ul Mochtynska,Warszawa,3.0,14842.0,52.3518102,21.0387915,375000.0,2.0,45.76,2020.0
16667,Podgorze,Krakow,2.0,20234.0,50.0430999,19.9529614,456148.0,2.0,49.34,2021.0
16668,Mistrzejowice,Krakow,3.0,27574.0,50.09742625,20.00960263225891,419520.0,2.0,48.18,2020.0
16669,Stare Miasto ul Wielopole,Krakow,5.0,30067.0,50.0583387,19.9464791,2990000.0,7.0,201.58,1938.0
16670,Stare Miasto Garbary Garbary,Poznan,4.0,3312.0,52.4035144,16.9330211,674360.27,3.0,66.19,2020.0
16671,Targowek ojewska,Warszawa,4.0,17853.0,52.2960608,21.0435715,395000.0,3.0,47.0,1970.0
16672,Wola Juliana Konstantego Ordona,Warszawa,0.0,8822.0,52.2247928,20.9525803,769100.0,3.0,76.7,2021.0
16673,PragaPoudnie Apteczna,Warszawa,5.0,18002.0,52.245965,21.0812283,1234900.0,4.0,101.11,2022.0
16674,Prsdnik Biay Zabiniec Frycza Modrzewskiego,Krakow,3.0,27038.0,50.05088545,19.964248157558234,435000.0,2.0,50.0,1999.0
16675,Podgorze Paszow Saska,Krakow,4.0,20897.0,50.0405817,19.9829974,475000.0,3.0,58.0,2021.0
16676,PragaPonoc ul Szwedzka,Warszawa,0.0,10135.0,52.2634539,21.0453302,1085370.0,4.0,89.7,2020.0
16677,Stare Miasto Bosacka,Krakow,1.0,25829.0,50.0654523,19.9491682,480000.0,2.0,37.0,1960.0
16678,Bemowo,Warszawa,1.0,12525.0,52.2389738,20.9132881,1190000.0,3.0,85.7,2009.0
16679,Wola Nowolipki,Warszawa,1.0,13162.0,52.2465341,20.9799083,600000.0,2.0,48.0,1956.0
16680,PragaPoudnie Gocaw,Warszawa,4.0,10606.0,52.2286331,21.1065722,635100.0,2.0,43.93,2021.0
16681,Stare Miasto Miodowa,Krakow,3.0,22734.0,50.05278,19.9447455,985000.0,3.0,68.0,1920.0
16682,Zwierzyniec Salwator,Krakow,2.0,23713.0,50.0550023,19.908853,1093944.0,3.0,71.97,2021.0
16683,BiezanowProkocim Republiki Korczakowskiej,Krakow,10.0,20105.0,50.0163919,20.0008638,884000.0,3.0,79.41,2021.0
16684,Wochy Szczesna,Warszawa,0.0,14825.0,52.2093144,20.9291912,690000.0,3.0,62.0,2011.0
16685,Biaoeka ul Ksty Grodziskie,Warszawa,2.0,9922.0,52.3246245,21.0547602,428689.0,3.0,56.78,2021.0
16686,Wola Juliana Konstantego Ordona,Warszawa,4.0,16575.0,52.2247928,20.9525803,682984.0,3.0,65.0,2021.0
16687,Biaoeka Tarchomin ul Odkryta,Warszawa,4.0,11874.0,52.3275351,20.93668,430000.0,2.0,45.7,2010.0
16688,Biaoeka Modlinska,Warszawa,10.0,7441.0,52.3210419,20.97076573525399,315000.0,2.0,35.0,1986.0
16689,Wawer I Poprzeczna 17,Warszawa,2.0,13982.0,52.2253022,21.1563311,870000.0,3.0,80.0,2010.0
16690,Wilanow,Warszawa,0.0,6405.0,52.1530829,21.1104411,1025000.0,3.0,82.0,2006.0
16691,Zwierzyniec Niezapominajek,Krakow,0.0,25199.0,50.068948,19.8418174,675000.0,2.0,55.0,2008.0
16692,Nowe Miasto Polanka 2,Poznan,2.0,4710.0,52.39975875,16.954659974486166,702185.0,4.0,82.61,2020.0
16693,Bronowice ul Bronowicka 5,Krakow,2.0,28305.0,50.0778251,19.90068098696576,963819.0,3.0,84.55,2021.0
16694,Nowa Huta Czyzyny Nowohucka 46,Krakow,1.0,30137.0,50.0558029,19.9993305,469931.0,3.0,50.26,2022.0
16695,Stare Miasto Naramowice ul Czarnucha,Poznan,0.0,1821.0,52.4499763,16.9527562,282480.3,2.0,39.73,2022.0
16696,PragaPonoc Siedlecka,Warszawa,9.0,7809.0,52.2580013,21.0550271,440000.0,3.0,39.0,1970.0
16697,Mokotow ul Domaniewska 34B,Warszawa,3.0,9344.0,52.1839266,21.008725,421900.0,1.0,27.87,2022.0
16698,Prsdnik Biay Henryka Pachonskiego,Krakow,1.0,24652.0,50.0949773,19.920405494289955,486144.0,3.0,50.64,2021.0
16699,Nowe Miasto Rataje,Poznan,5.0,1599.0,52.3901295,16.9535909,405402.0,3.0,49.16,2022.0
16700,Grzegorzki al Pokoju,Krakow,0.0,18714.0,50.0589305,19.9762323,409000.0,2.0,36.5,1980.0
16701,Prsdnik Biay Henryka Pachonskiego,Krakow,4.0,27010.0,50.0949773,19.920405494289955,313845.0,1.0,27.29,2021.0
16702,Wola Walicow,Warszawa,5.0,17302.0,52.2355024,20.9921917,624000.0,3.0,48.0,1970.0
16703,Zwierzyniec Wola Justowska Jozefa Korzeniowskiego,Krakow,1.0,20172.0,50.0621921,19.8898476,1200000.0,5.0,100.0,1989.0
16704,Bemowo,Warszawa,1.0,6374.0,52.2389738,20.9132881,570000.0,3.0,60.4,1979.0
16705,Wochy Chrocickiego,Warszawa,2.0,9899.0,52.2078048,20.9055637,310194.8,1.0,31.72,2020.0
16706,Podgorze ul Koszykarska,Krakow,1.0,22265.0,50.0498929,19.9906026,500683.0,3.0,49.0,2021.0
16707,Stare Miasto Garbary,Poznan,4.0,173.0,52.4035144,16.9330211,830000.0,3.0,85.0,2020.0
16708,Nowe Miasto Rataje,Poznan,6.0,2458.0,52.3901295,16.9535909,437493.0,3.0,52.71,2021.0
16709,Stare Miasto Winogrady Wilczak 20,Poznan,1.0,6042.0,52.430023250000005,16.95269067658415,448290.0,3.0,58.6,2020.0
16710,Biaoeka ul Stanisawa Barei,Warszawa,3.0,12943.0,52.3366469,20.9413358,370000.0,2.0,45.4,2002.0
16711,Bronowice ul Bronowicka,Krakow,0.0,20383.0,50.0778251,19.90068098696576,593709.0,2.0,54.22,2022.0
16712,Wzgorza Krzesawickie ul Gustawa Morcinka,Krakow,0.0,20621.0,50.1047809,20.0362743,396216.0,3.0,55.03,2020.0
16713,Jezyce Wola ul Janusza Meissnera,Poznan,3.0,4576.0,52.4181388,16.8637337,389010.4,2.0,47.21,2022.0
16714,Prsdnik Biay Azory ul Jozefa Elsnera,Krakow,0.0,19740.0,50.0837493,19.909678,345000.0,2.0,37.0,1970.0
16715,Mistrzejowice ul Piasta Koodzieja,Krakow,8.0,23277.0,50.0986433,20.0132206,454491.0,3.0,56.11,2022.0
16716,Podgorze Stare Podgorze al Pod Kopcem,Krakow,1.0,29213.0,50.1698888,20.0776196,339000.0,1.0,32.0,1945.0
16717,Mokotow Buska,Warszawa,3.0,14633.0,52.176777,21.0690873,655000.0,3.0,63.93,2021.0
16718,Prsdnik Biay,Krakow,1.0,21269.0,50.1035684,19.9536031063012,465970.99,3.0,57.9,2020.0
16719,Ursynow Polki,Warszawa,1.0,17250.0,52.1517203,21.0047885,692000.0,2.0,57.74,2020.0
16720,Nowe Miasto Malta ul Katowicka,Poznan,4.0,5853.0,52.3973449,16.9619394,549912.5,4.0,75.85,2022.0
16721,Mistrzejowice Piasta Koodzieja,Krakow,2.0,22477.0,50.0986433,20.0132206,472642.0,3.0,67.53,2022.0
16722,PragaPoudnie Jana NowakaJezioranskiego,Warszawa,1.0,14870.0,52.2307,21.1053,899649.6,5.0,110.4,2022.0
16723,Prsdnik Biay,Krakow,2.0,23577.0,50.1035684,19.9536031063012,565429.0,3.0,65.36,2021.0
16724,Mistrzejowice ul Piasta Koodzieja,Krakow,4.0,23345.0,50.0986433,20.0132206,478629.0,3.0,59.09,2022.0
16725,Nowe Miasto ul Sucha,Poznan,3.0,2687.0,52.4246801,16.9788279,390000.0,3.0,45.74,2019.0
16726,PragaPonoc ul Jagiellonska 58,Warszawa,3.0,7409.0,52.2604995,21.0247022,559000.0,2.0,53.0,1955.0
16727,Ursynow,Warszawa,0.0,12447.0,52.141039,21.0323214,671732.0,3.0,60.65,2019.0
16728,Stare Miasto,Krakow,1.0,20213.0,50.0590398,19.93716829792899,486200.0,2.0,37.0,1900.0
16729,Mistrzejowice os Tysisclecia,Krakow,0.0,25210.0,50.09497745,19.996209027640845,420000.0,2.0,44.0,1970.0
16730,Debniki Ruczaj Pszczelna,Krakow,3.0,19777.0,50.0230155,19.9166247,740000.0,4.0,87.5,2003.0
16731,Podgorze Duchackie Wola Duchacka ul Woska,Krakow,5.0,29022.0,50.0188789,19.9726444,410000.0,2.0,31.0,2009.0
16732,Nowe Miasto Wagrowska,Poznan,2.0,3670.0,52.3789966,16.9442442,292409.0,2.0,35.23,2022.0
16733,Bemowo gen Tadeusza Peczynskiego,Warszawa,5.0,10554.0,52.2442839,20.9066106,725000.0,3.0,58.11,2016.0
16734,Nowe Miasto Staroeka ul Staroecka 42,Poznan,4.0,4664.0,52.3692966,16.9323233,1156756.0,3.0,126.81,2020.0
16735,Podgorze,Krakow,1.0,23648.0,50.0430999,19.9529614,785000.0,3.0,63.0,2020.0
16736,rodmiecie Zota,Warszawa,10.0,11979.0,52.23095545,21.00117599138309,4300000.0,2.0,101.0,2015.0
16737,Podgorze ul pk Ryszarda Kuklinskiego 7,Krakow,2.0,26119.0,50.0469432,19.997153435836697,373144.9,2.0,33.83,2020.0
16738,Mokotow,Warszawa,1.0,12017.0,52.1939874,21.0457809,430000.0,1.0,36.0,2020.0
16739,Podgorze,Krakow,1.0,29357.0,50.0430999,19.9529614,278200.0,2.0,42.8,2021.0
16740,Bronowice Bronowice Mae,Krakow,5.0,20594.0,50.0898376,19.870812874428267,568000.0,3.0,52.0,1980.0
16741,Mokotow,Warszawa,9.0,9543.0,52.1939874,21.0457809,389000.0,1.0,17.1,1979.0
16742,Ursus Sosnkowskiego,Warszawa,3.0,12146.0,52.1909676,20.88893780579944,460000.0,2.0,49.8,1997.0
16743,Debniki Ruczaj przemiarki,Krakow,4.0,20470.0,50.0223613,19.9021848,390000.0,1.0,32.0,2010.0
16744,Biaoeka,Warszawa,0.0,8410.0,52.3196649,21.0211773,350000.0,2.0,39.1,2014.0
16745,PragaPoudnie,Warszawa,0.0,18209.0,52.2373961,21.0712578,350000.0,1.0,40.0,1980.0
16746,rodmiecie Nowe Miasto Piwna,Warszawa,1.0,13846.0,52.2488754,21.0119391,910000.0,2.0,51.0,1952.0
16747,Nowe Miasto Malta ul Katowicka,Poznan,4.0,5830.0,52.3973449,16.9619394,358622.5,2.0,38.77,2022.0
16748,Wola Kolejowa,Warszawa,1.0,6272.0,52.2258861,20.9813488,1169000.0,4.0,69.28,2018.0
16749,Wochy,Warszawa,0.0,17660.0,52.1861093,20.9484377,580000.0,2.0,43.5,2017.0
16750,rodmiecie,Krakow,4.0,20703.0,50.055,19.9430556,506000.0,2.0,46.0,1964.0
16751,rodmiecie Marszakowska,Warszawa,5.0,7038.0,52.2342307,21.008312000000004,620000.0,2.0,38.8,1970.0
16752,Wochy Stare Wochy ul Technikow,Warszawa,0.0,8203.0,52.2065056,20.9246489,375000.0,2.0,43.46,1930.0
16753,Debniki Tyniecka,Krakow,2.0,27729.0,50.0515467,19.9243633,2367000.0,5.0,115.5,2020.0
16754,Prsdnik Biay,Krakow,6.0,25751.0,50.1035684,19.9536031063012,392907.0,2.0,38.71,2021.0
16755,Debniki Ludwinow,Krakow,6.0,20170.0,50.04795485,19.931461686754105,960000.0,3.0,70.53,2020.0
16756,Nowe Miasto Gowna Smolna 10,Poznan,4.0,4871.0,52.4220737,16.9664866,277200.0,2.0,42.0,2020.0
16757,Grzegorzki pk pil Stefana aszkiewicza,Krakow,10.0,26067.0,50.0688703,19.9758368,679000.0,2.0,54.41,2019.0
16758,Podgorze Paszow May Paszow,Krakow,3.0,19679.0,50.0345327,19.9754459,450000.0,2.0,56.0,1998.0
16759,Debniki ul Spacerowa,Krakow,0.0,22899.0,50.0050868,19.8770531,697215.0,3.0,87.7,2022.0
16760,Ursus Skorosze Skoroszewska,Warszawa,4.0,16756.0,52.1886605,20.8982567,750000.0,3.0,73.0,2013.0
16761,Prsdnik Czerwony ul liczna,Krakow,10.0,23626.0,50.0469432,19.997153435836697,980254.44,4.0,83.27,2021.0
16762,PragaPoudnie Targowa 10,Warszawa,5.0,6476.0,52.2495675,21.0429035,342000.0,1.0,25.0,2021.0
16763,Wesoa ul Pogodna,Warszawa,1.0,17276.0,52.221239,21.2398772,610000.0,3.0,85.0,1998.0
16764,PragaPonoc ul Szwedzka,Warszawa,6.0,12290.0,52.2634539,21.0453302,1129378.95,4.0,94.85,2022.0
16765,Wola,Warszawa,9.0,17465.0,52.2362379,20.9547815,2960000.0,5.0,183.29,2010.0
16766,Debniki Rzemielnicza,Krakow,6.0,23937.0,50.0469432,19.997153435836697,519000.0,2.0,40.86,2021.0
16767,rodmiecie ul Wolska,Warszawa,10.0,11768.0,52.2342412,20.9703585,1999000.0,4.0,112.0,2020.0
16768,Podgorze ul Zabocie 27,Krakow,3.0,20780.0,50.0478769,19.961368688357496,716441.0,3.0,59.21,2021.0
16769,Podgorze Gogowska,Krakow,1.0,23076.0,50.0332943,19.9444359,516000.0,2.0,43.0,1930.0
16770,Wilanow,Warszawa,4.0,7873.0,52.1530829,21.1104411,470000.0,1.0,29.0,2016.0
16771,Debniki,Krakow,2.0,30036.0,50.0518611,19.9270367,239000.0,1.0,15.21,1927.0
16772,Debniki Pychowice Moraczewskiego,Krakow,1.0,18333.0,50.0311616,19.8967298,119000.0,2.0,49.0,2000.0
16773,Mokotow ul Jana III Sobieskiego,Warszawa,2.0,15760.0,52.1904607,21.0467831,584000.0,2.0,42.5,2020.0
16774,Stare Miasto Pistkowo,Poznan,2.0,2555.0,52.4006632,16.91973259178088,999000.0,4.0,118.09,2020.0
16775,Wola Sienna,Warszawa,3.0,6563.0,52.2304611,20.9944572,2900000.0,3.0,85.06,2012.0
16776,Mistrzejowice os Owiecenia,Krakow,1.0,18816.0,50.0939358,19.9897424,600000.0,3.0,74.2,2007.0
16777,Biaoeka Tarchomin Mikoaja Trsby,Warszawa,1.0,14889.0,52.2319581,21.0067249,410000.0,2.0,50.34,2020.0
16778,Podgorze Stare Podgorze,Krakow,0.0,19024.0,50.0444203,19.9493098,1100000.0,3.0,78.0,2015.0
16779,Prsdnik Biay Azory Eljasza Walerego Radzikowskiego,Krakow,4.0,26909.0,50.0835261,19.9038175,785000.0,5.0,86.86,2001.0
16780,Stare Miasto Naramowice ul Czarnucha,Poznan,3.0,1905.0,52.4499763,16.9527562,456846.8,3.0,62.84,2020.0
16781,Prsdnik Biay Bronowice Wielkie,Krakow,0.0,21034.0,50.0945304,19.8822588,320300.0,2.0,34.08,2022.0
16782,Prsdnik Biay Henryka Pachonskiego,Krakow,2.0,25568.0,50.0949773,19.920405494289955,482000.0,4.0,58.0,2021.0
16783,Mokotow Wacawa Zenczykowskiego,Warszawa,2.0,10233.0,52.2130772,21.0640434,1200000.0,3.0,112.72,1990.0
16784,PragaPoudnie,Warszawa,0.0,13289.0,52.2373961,21.0712578,334177.0,1.0,26.0,1936.0
16785,Ursus Skorosze Skoroszewska,Warszawa,5.0,10705.0,52.1886605,20.8982567,785000.0,4.0,89.0,2008.0
16786,rodmiecie Pokorna,Warszawa,5.0,12091.0,52.2539144,20.9936551,1800000.0,4.0,103.25,2014.0
16787,Debniki Komuny Paryskiej,Krakow,0.0,23221.0,49.9989124,19.8947491,697215.0,3.0,87.7,2022.0
16788,Biaoeka Tarchomin,Warszawa,3.0,11249.0,52.32069265,20.970833868701,850000.0,4.0,127.2,2001.0
16789,Mistrzejowice,Krakow,5.0,25970.0,50.09742625,20.00960263225891,410994.0,3.0,50.74,2022.0
16790,Podgorze Zabocie,Krakow,1.0,26227.0,50.0478769,19.961368688357496,829000.0,2.0,51.21,2014.0
16791,Wochy,Warszawa,4.0,11852.0,52.1861093,20.9484377,579000.0,3.0,47.0,1971.0
16792,PragaPoudnie Saska Kepa,Warszawa,8.0,10956.0,52.23280325,21.054660077101246,875000.0,2.0,51.0,2008.0
16793,Biaoeka Przyrodnicza,Warszawa,2.0,16739.0,52.3272463,21.0514745,379000.0,3.0,52.34,2021.0
16794,Wola ul Mordechaja Anielewicza,Warszawa,4.0,8739.0,52.2473894,20.988839,699000.0,3.0,51.0,1961.0
16795,Mistrzejowice ul Piasta Koodzieja,Krakow,2.0,23382.0,50.0986433,20.0132206,476064.0,4.0,62.64,2022.0
16796,Bielany ul Rudzka 5,Warszawa,0.0,7624.0,52.27851165,20.9734368,390800.0,1.0,27.74,2021.0
16797,Mokotow Stegny Pory,Warszawa,0.0,14410.0,52.1840585,21.044302,629000.0,2.0,40.47,2020.0
16798,Podgorze Wielicka,Krakow,1.0,24446.0,50.0336609,19.9712973,329475.0,1.0,34.5,2020.0
16799,Zoliborz ul Przasnyska,Warszawa,0.0,18271.0,52.25935895,20.967661378925367,369000.0,2.0,38.0,1970.0
